,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
620,51277,1564.605,402.5734,184.3079,0.889,255.515,0.8433,60808,0.6573,2.1842,0.2632,0.6347,0.0079,0.0036,0.4028,0.8799,Kirmizi_Pistachio
621,57830,1058.76,350.2554,216.8341,0.7853,271.3511,0.9534,60657,0.7305,1.6153,0.6483,0.7747,0.0061,0.0037,0.6002,0.9695,Kirmizi_Pistachio
622,90816,2626.7109,427.4768,299.7759,0.7129,340.0449,0.8778,103459,0.6646,1.426,0.1654,0.7955,0.0047,0.0033,0.6328,0.9023,Siit_Pistachio
623,62122,1374.827,407.3781,227.0303,0.8303,281.2404,0.8662,71721,0.6307,1.7944,0.413,0.6904,0.0066,0.0037,0.4766,0.8552,Kirmizi_Pistachio
624,86071,1578.188,422.9108,281.6405,0.746,331.0423,0.9084,94753,0.6668,1.5016,0.4343,0.7828,0.0049,0.0033,0.6127,0.9201,Siit_Pistachio
625,104873,1365.251,457.0427,297.8931,0.7584,365.4154,0.9683,108311,0.7791,1.5343,0.707,0.7995,0.0044,0.0028,0.6392,0.9807,Siit_Pistachio
626,76855,1513.907,460.85,223.7776,0.8742,312.8176,0.9215,83402,0.6759,2.0594,0.4214,0.6788,0.006,0.0029,0.4607,0.9489,Siit_Pistachio
627,58954,1877.178,405.8917,215.9595,0.8467,273.9755,0.8516,69229,0.67,1.8795,0.2102,0.675,0.0069,0.0037,0.4556,0.8563,Kirmizi_Pistachio
628,81323,1533.698,469.9373,232.7032,0.8688,321.782,0.8799,92428,0.7034,2.0195,0.4345,0.6847,0.0058,0.0029,0.4689,0.9469,Kirmizi_Pistachio
629,90125,1821.601,464.186,255.759,0.8345,338.7487,0.9505,94816,0.708,1.8149,0.3413,0.7298,0.0052,0.0028,0.5326,0.9666,Siit_Pistachio
630,86028,2224.957,461.7926,250.666,0.8399,330.9596,0.9155,93967,0.7231,1.8423,0.2184,0.7167,0.0054,0.0029,0.5136,0.9463,Kirmizi_Pistachio
631,96161,1259.15,457.0179,270.346,0.8063,349.9085,0.9807,98054,0.7793,1.6905,0.7622,0.7656,0.0048,0.0028,0.5862,0.991,Kirmizi_Pistachio
632,86526,1148.389,429.7446,260.6699,0.795,331.9161,0.9611,90032,0.7601,1.6486,0.8245,0.7724,0.005,0.003,0.5965,0.9835,Siit_Pistachio
633,88717,1210.562,487.4279,235.4629,0.8756,336.0922,0.9849,90077,0.7594,2.0701,0.7608,0.6895,0.0055,0.0027,0.4754,0.9842,Kirmizi_Pistachio
634,60858,1111.111,417.8887,191.6744,0.8886,278.3645,0.945,64397,0.7404,2.1802,0.6195,0.6661,0.0069,0.0031,0.4437,0.9674,Kirmizi_Pistachio
635,63880,1056.699,419.2761,197.9561,0.8815,285.1921,0.9734,65627,0.7752,2.118,0.7189,0.6802,0.0066,0.0031,0.4627,0.98,Kirmizi_Pistachio
636,109687,1509.652,487.157,290.3293,0.803,373.7082,0.9694,113148,0.7748,1.6779,0.6048,0.7671,0.0044,0.0026,0.5885,0.9874,Siit_Pistachio
637,105052,1645.708,482.7813,289.5465,0.8002,365.7272,0.9399,111775,0.7191,1.6674,0.4874,0.7575,0.0046,0.0028,0.5739,0.9569,Siit_Pistachio
638,57946,1104.3199,364.0417,206.737,0.8231,271.6232,0.947,61187,0.6851,1.7609,0.5971,0.7461,0.0063,0.0036,0.5567,0.9803,Kirmizi_Pistachio
639,72527,1143.349,437.5953,217.2991,0.868,303.882,0.9626,75343,0.6825,2.0138,0.6972,0.6944,0.006,0.003,0.4822,0.9711,Kirmizi_Pistachio
640,87946,1372.356,439.0056,260.805,0.8044,334.6286,0.95,92571,0.7303,1.6833,0.5868,0.7622,0.005,0.003,0.581,0.978,Siit_Pistachio
641,78871,1120.0959,432.41,233.2345,0.8421,316.8938,0.9877,79856,0.768,1.854,0.79,0.7329,0.0055,0.003,0.5371,0.9957,Siit_Pistachio
642,88469,1529.411,427.0288,282.8887,0.7491,335.6222,0.9243,95718,0.7365,1.5095,0.4753,0.7859,0.0048,0.0032,0.6177,0.9325,Siit_Pistachio
643,67474,1718.976,395.1284,242.168,0.7902,293.105,0.8906,75765,0.6994,1.6316,0.287,0.7418,0.0059,0.0036,0.5503,0.8978,Kirmizi_Pistachio
644,64046,1431.364,409.9027,207.0709,0.863,285.5624,0.9182,69755,0.6562,1.9795,0.3928,0.6967,0.0064,0.0032,0.4853,0.9607,Kirmizi_Pistachio
645,67625,1157.953,413.7079,216.2977,0.8524,293.4328,0.9468,71427,0.681,1.9127,0.6338,0.7093,0.0061,0.0032,0.5031,0.9622,Kirmizi_Pistachio
646,73889,1094.196,449.0313,211.399,0.8822,306.722,0.99,74633,0.6707,2.1241,0.7755,0.6831,0.0061,0.0029,0.4666,0.9911,Kirmizi_Pistachio
647,83080,1931.656,408.7695,270.3369,0.7501,325.2395,0.9275,89578,0.7686,1.5121,0.2798,0.7957,0.0049,0.0033,0.6331,0.9572,Siit_Pistachio
648,63160,1126.863,437.8062,188.1985,0.9029,283.5804,0.9759,64721,0.6928,2.3263,0.625,0.6477,0.0069,0.003,0.4196,0.976,Kirmizi_Pistachio
649,97711,1220.358,466.2684,267.6838,0.8188,352.7173,0.9905,98646,0.7555,1.7419,0.8245,0.7565,0.0048,0.0027,0.5722,0.9968,Siit_Pistachio
650,88446,1305.201,494.5618,233.0013,0.8821,335.5785,0.9528,92825,0.734,2.1226,0.6524,0.6785,0.0056,0.0026,0.4604,0.9773,Kirmizi_Pistachio
651,75517,1195.338,441.0006,229.5919,0.8538,310.0826,0.958,78827,0.723,1.9208,0.6642,0.7031,0.0058,0.003,0.4944,0.9496,Kirmizi_Pistachio
652,83119,1149.202,431.7512,247.0322,0.8201,325.3159,0.9883,84104,0.7999,1.7478,0.7909,0.7535,0.0052,0.003,0.5677,0.9923,Siit_Pistachio
653,84525,1221.278,494.2111,218.7005,0.8968,328.0558,0.9813,86140,0.6738,2.2598,0.7121,0.6638,0.0058,0.0026,0.4406,0.9957,Kirmizi_Pistachio
654,59436,1029.428,368.6095,215.9985,0.8103,275.0932,0.9111,65234,0.69,1.7065,0.7048,0.7463,0.0062,0.0036,0.557,0.9505,Kirmizi_Pistachio
655,81234,2324.2061,466.2721,234.8985,0.8638,321.6059,0.9185,88444,0.7156,1.985,0.189,0.6897,0.0057,0.0029,0.4757,0.9443,Siit_Pistachio
656,95794,2214.8999,456.27,282.8162,0.7847,349.2402,0.9311,102884,0.6213,1.6133,0.2454,0.7654,0.0048,0.003,0.5859,0.9452,Siit_Pistachio
657,80071,1202.455,450.9414,235.6505,0.8526,319.2954,0.9428,84926,0.7005,1.9136,0.6959,0.7081,0.0056,0.0029,0.5014,0.9594,Kirmizi_Pistachio
658,87841,1246.7321,447.6638,251.2952,0.8276,334.4288,0.9731,90273,0.7676,1.7814,0.7102,0.7471,0.0051,0.0029,0.5581,0.9942,Siit_Pistachio
659,74510,1068.3831,412.3765,231.772,0.8271,308.0082,0.9866,75519,0.703,1.7792,0.8203,0.7469,0.0055,0.0031,0.5579,0.9926,Siit_Pistachio
660,100235,1370.797,431.2668,303.1488,0.7113,357.2438,0.9604,104372,0.7492,1.4226,0.6703,0.8284,0.0043,0.003,0.6862,0.9762,Siit_Pistachio
661,72322,1796.314,441.5138,221.9051,0.8645,303.4522,0.914,79127,0.7592,1.9897,0.2817,0.6873,0.0061,0.0031,0.4724,0.9399,Kirmizi_Pistachio
662,103290,1367.975,491.5331,269.0327,0.8369,362.6471,0.9854,104823,0.7704,1.827,0.6936,0.7378,0.0048,0.0026,0.5443,0.9945,Siit_Pistachio
663,86946,1374.001,441.3451,261.3407,0.8058,332.7207,0.9361,92886,0.755,1.6888,0.5787,0.7539,0.0051,0.003,0.5683,0.9598,Siit_Pistachio
664,58332,1222.442,398.2985,191.3473,0.877,272.5263,0.9321,62579,0.7149,2.0815,0.4905,0.6842,0.0068,0.0033,0.4682,0.9745,Kirmizi_Pistachio
665,79055,1241.912,440.7535,231.8403,0.8505,317.2632,0.958,82517,0.7455,1.9011,0.6441,0.7198,0.0056,0.0029,0.5181,0.985,Kirmizi_Pistachio
666,79819,1121.177,437.5955,233.0611,0.8464,318.7926,0.9875,80831,0.7625,1.8776,0.7979,0.7285,0.0055,0.0029,0.5307,0.9965,Siit_Pistachio
667,87321,1156.184,465.0453,240.1083,0.8564,333.4375,0.9932,87920,0.6472,1.9368,0.8209,0.717,0.0053,0.0027,0.5141,0.9957,Siit_Pistachio
668,98920,1404.621,500.8545,252.8071,0.8633,354.8927,0.9884,100078,0.7728,1.9812,0.6301,0.7086,0.0051,0.0026,0.5021,0.9947,Siit_Pistachio
669,57539,1852.1949,415.5954,218.6565,0.8504,270.6676,0.7909,72752,0.6211,1.9007,0.2108,0.6513,0.0072,0.0038,0.4242,0.8062,Kirmizi_Pistachio
670,57739,1851.574,438.8182,261.1837,0.8036,271.1376,0.717,80524,0.5507,1.6801,0.2116,0.6179,0.0076,0.0045,0.3818,0.6414,Kirmizi_Pistachio
671,100510,1253.766,489.1862,263.0239,0.8432,357.7336,0.9885,101677,0.7772,1.8599,0.8035,0.7313,0.0049,0.0026,0.5348,0.9946,Siit_Pistachio
672,82086,1965.697,426.4612,289.211,0.7349,323.288,0.8634,95078,0.693,1.4746,0.267,0.7581,0.0052,0.0035,0.5747,0.8474,Siit_Pistachio
673,83267,1113.1121,438.4269,243.7511,0.8312,325.6053,0.993,83855,0.7199,1.7987,0.8445,0.7427,0.0053,0.0029,0.5516,0.9921,Siit_Pistachio
674,97738,1311.45,504.8268,250.314,0.8684,352.7661,0.9687,100898,0.7636,2.0168,0.7141,0.6988,0.0052,0.0026,0.4883,0.9848,Siit_Pistachio
675,44436,1056.625,376.8572,152.1912,0.9148,237.8606,0.9357,47489,0.7485,2.4762,0.5002,0.6312,0.0085,0.0034,0.3984,0.9865,Kirmizi_Pistachio
676,87341,1223.04,463.3287,241.1915,0.8538,333.4756,0.9803,89097,0.8083,1.921,0.7337,0.7197,0.0053,0.0028,0.518,0.9951,Siit_Pistachio
677,97139,1206.266,451.1662,275.2557,0.7923,351.6834,0.9911,98014,0.7217,1.6391,0.8389,0.7795,0.0046,0.0028,0.6076,0.9959,Siit_Pistachio
678,80982,1198.704,484.6619,217.9012,0.8932,321.1067,0.9682,83644,0.7887,2.2242,0.7082,0.6625,0.006,0.0027,0.439,0.9763,Kirmizi_Pistachio
679,73903,1172.048,447.222,215.3571,0.8764,306.7511,0.9724,76000,0.7674,2.0767,0.6761,0.6859,0.0061,0.0029,0.4705,0.977,Kirmizi_Pistachio
680,54509,1931.4139,419.6371,187.0887,0.8951,263.4445,0.8264,65961,0.6536,2.243,0.1836,0.6278,0.0077,0.0034,0.3941,0.884,Kirmizi_Pistachio
681,109054,2177.3889,452.4198,330.4394,0.683,372.6283,0.9268,117667,0.7348,1.3691,0.2891,0.8236,0.0041,0.003,0.6784,0.9288,Siit_Pistachio
682,107677,1348.151,486.6298,282.8282,0.8138,370.2683,0.9848,109334,0.7706,1.7206,0.7445,0.7609,0.0045,0.0026,0.5789,0.9961,Siit_Pistachio
683,79678,1465.2791,496.3692,224.7613,0.8916,318.5109,0.9265,86002,0.7619,2.2084,0.4663,0.6417,0.0062,0.0028,0.4118,0.9093,Kirmizi_Pistachio
684,81530,1987.7841,463.7215,236.5881,0.8601,322.1913,0.9201,88606,0.7304,1.96,0.2593,0.6948,0.0057,0.0029,0.4827,0.9462,Kirmizi_Pistachio
685,79147,2000.077,461.5984,243.6502,0.8493,317.4478,0.9169,86323,0.685,1.8945,0.2486,0.6877,0.0058,0.0031,0.473,0.896,Siit_Pistachio
686,81733,1291.535,467.2177,226.7052,0.8744,322.5921,0.949,86121,0.6764,2.0609,0.6157,0.6905,0.0057,0.0028,0.4767,0.9825,Kirmizi_Pistachio
687,94878,1223.4561,456.3841,266.9052,0.8112,347.5664,0.9819,96629,0.7511,1.7099,0.7965,0.7616,0.0048,0.0028,0.58,0.9917,Siit_Pistachio
688,76915,1097.152,442.0767,224.2478,0.8618,312.9396,0.9841,78158,0.7652,1.9714,0.8029,0.7079,0.0057,0.0029,0.5011,0.9879,Kirmizi_Pistachio
689,41013,1206.303,344.6873,153.0575,0.896,228.5156,0.943,43493,0.7582,2.252,0.3542,0.663,0.0084,0.0037,0.4395,0.9898,Kirmizi_Pistachio
690,96996,1638.705,453.3046,277.1596,0.7913,351.4244,0.9573,101320,0.6395,1.6355,0.4539,0.7753,0.0047,0.0029,0.601,0.983,Siit_Pistachio
691,81061,1692.101,457.3645,236.0149,0.8566,321.2632,0.8837,91729,0.6486,1.9379,0.3558,0.7024,0.0056,0.0029,0.4934,0.9561,Kirmizi_Pistachio
692,78202,2082.624,444.6622,250.8203,0.8257,315.547,0.885,88363,0.7176,1.7728,0.2266,0.7096,0.0057,0.0032,0.5036,0.8928,Kirmizi_Pistachio
693,91331,1211.104,496.3892,234.8878,0.881,341.0077,0.9899,92263,0.6624,2.1133,0.7825,0.687,0.0054,0.0026,0.4719,0.9973,Siit_Pistachio
694,73575,1607.095,393.5164,251.2209,0.7697,306.0696,0.9454,77822,0.711,1.5664,0.358,0.7778,0.0053,0.0034,0.6049,0.9476,Kirmizi_Pistachio
695,55933,1065.739,364.35,200.6012,0.8348,266.8635,0.9568,58457,0.7136,1.8163,0.6188,0.7324,0.0065,0.0036,0.5365,0.9744,Kirmizi_Pistachio
696,78039,1407.311,467.3641,249.8392,0.8451,315.2179,0.8643,90291,0.6503,1.8707,0.4952,0.6745,0.006,0.0032,0.4549,0.851,Siit_Pistachio
697,75031,1159.2629,456.2571,222.0204,0.8736,309.0832,0.9331,80407,0.6655,2.055,0.7016,0.6774,0.0061,0.003,0.4589,0.9431,Kirmizi_Pistachio
698,84269,1117.506,444.87,242.1734,0.8388,327.5586,0.9939,84787,0.7093,1.837,0.848,0.7363,0.0053,0.0029,0.5421,0.9959,Siit_Pistachio
699,93151,1172.6121,457.2625,261.0984,0.8209,344.3886,0.9941,93707,0.7048,1.7513,0.8513,0.7532,0.0049,0.0028,0.5672,0.9934,Siit_Pistachio
700,101809,1196.381,466.0961,279.4569,0.8003,360.0378,0.9951,102315,0.7797,1.6679,0.8938,0.7725,0.0046,0.0027,0.5967,0.9952,Siit_Pistachio
701,72606,1188.308,435.687,221.7968,0.8607,304.0474,0.9408,77177,0.7006,1.9644,0.6461,0.6979,0.006,0.0031,0.487,0.9566,Kirmizi_Pistachio
702,86482,1296.333,458.6565,242.6223,0.8486,331.8317,0.9711,89057,0.7145,1.8904,0.6467,0.7235,0.0053,0.0028,0.5234,0.9895,Kirmizi_Pistachio
703,83503,1990.199,449.6774,252.0933,0.8281,326.0664,0.9172,91040,0.7033,1.7838,0.2649,0.7251,0.0054,0.003,0.5258,0.9379,Siit_Pistachio
704,87181,2045.6219,486.6527,243.8601,0.8654,333.1701,0.9238,94368,0.7312,1.9956,0.2618,0.6846,0.0056,0.0028,0.4687,0.9353,Kirmizi_Pistachio
705,99001,1266.7531,480.2957,264.2429,0.8351,355.038,0.9824,100779,0.763,1.8176,0.7753,0.7392,0.0049,0.0027,0.5464,0.9932,Siit_Pistachio
706,81672,1918.8459,487.3529,246.6937,0.8624,322.4717,0.8656,94350,0.709,1.9755,0.2787,0.6617,0.006,0.003,0.4378,0.8649,Kirmizi_Pistachio
707,94501,1323.64,446.6997,271.6131,0.7939,346.8752,0.9743,96998,0.7196,1.6446,0.6778,0.7765,0.0047,0.0029,0.603,0.9917,Siit_Pistachio
708,60483,1258.101,404.1308,194.3567,0.8768,277.5056,0.9469,63874,0.751,2.0793,0.4802,0.6867,0.0067,0.0032,0.4715,0.9804,Kirmizi_Pistachio
709,76590,1124.235,445.7985,221.2693,0.8681,312.2778,0.981,78074,0.7755,2.0147,0.7615,0.7005,0.0058,0.0029,0.4907,0.9886,Kirmizi_Pistachio
710,71781,1026.9139,392.7477,233.8112,0.8035,302.3151,0.9909,72443,0.79,1.6798,0.8554,0.7697,0.0055,0.0033,0.5925,0.9953,Siit_Pistachio
711,89579,1295.7841,496.3006,247.2789,0.867,337.7211,0.9271,96618,0.704,2.007,0.6704,0.6805,0.0055,0.0028,0.463,0.9294,Kirmizi_Pistachio
712,77556,1129.853,416.9061,242.1529,0.814,314.2409,0.9844,78784,0.7476,1.7217,0.7635,0.7537,0.0054,0.0031,0.5681,0.9781,Kirmizi_Pistachio
713,84844,1265.946,489.6099,225.0199,0.8881,328.6742,0.9645,87971,0.7706,2.1759,0.6653,0.6713,0.0058,0.0027,0.4506,0.9805,Kirmizi_Pistachio
714,85252,1231.943,422.2561,262.674,0.783,329.4635,0.9586,88935,0.7595,1.6075,0.7059,0.7802,0.005,0.0031,0.6088,0.9786,Siit_Pistachio
715,90627,1157.038,448.3503,258.7116,0.8167,339.6909,0.9861,91901,0.7904,1.733,0.8507,0.7576,0.0049,0.0029,0.574,0.9948,Siit_Pistachio
716,88906,1175.347,440.6005,258.5942,0.8096,336.45,0.9854,90221,0.7665,1.7038,0.8087,0.7636,0.005,0.0029,0.5831,0.9935,Siit_Pistachio
717,95049,1432.092,455.4469,267.4241,0.8095,347.8795,0.979,97091,0.7213,1.7031,0.5824,0.7638,0.0048,0.0028,0.5834,0.9936,Siit_Pistachio
718,88823,1284.723,487.9977,234.9258,0.8765,336.293,0.9742,91179,0.7444,2.0772,0.6763,0.6891,0.0055,0.0026,0.4749,0.9865,Kirmizi_Pistachio
719,70259,1097.689,412.4136,218.9973,0.8474,299.0929,0.9792,71748,0.723,1.8832,0.7327,0.7252,0.0059,0.0031,0.526,0.9905,Kirmizi_Pistachio
720,55916,1646.803,367.609,207.5332,0.8254,266.8229,0.894,62543,0.6959,1.7713,0.2591,0.7258,0.0066,0.0037,0.5268,0.9332,Kirmizi_Pistachio
721,80126,1643.757,469.2585,223.1923,0.8796,319.4051,0.9537,84017,0.7214,2.1025,0.3727,0.6807,0.0059,0.0028,0.4633,0.9741,Kirmizi_Pistachio
722,76838,1538.651,469.6896,218.7239,0.885,312.783,0.8845,86875,0.6704,2.1474,0.4079,0.6659,0.0061,0.0028,0.4435,0.9523,Kirmizi_Pistachio
723,91471,1366.97,484.3947,241.8455,0.8664,341.269,0.9812,93228,0.7294,2.0029,0.6151,0.7045,0.0053,0.0026,0.4964,0.9942,Siit_Pistachio
724,91730,1232.899,465.6707,252.9734,0.8396,341.7518,0.9883,92814,0.7707,1.8408,0.7583,0.7339,0.0051,0.0028,0.5386,0.9914,Siit_Pistachio
725,103409,2052.6111,488.2375,280.9924,0.8178,362.8559,0.9369,110373,0.6557,1.7375,0.3084,0.7432,0.0047,0.0027,0.5523,0.9597,Siit_Pistachio
726,88270,1277.9659,472.1895,246.64,0.8527,335.2445,0.9454,93363,0.7631,1.9145,0.6792,0.71,0.0053,0.0028,0.5041,0.965,Kirmizi_Pistachio
727,80709,1212.319,482.3517,216.2141,0.8939,320.5649,0.9785,82486,0.7768,2.2309,0.6901,0.6646,0.006,0.0027,0.4417,0.9853,Kirmizi_Pistachio
728,63599,1073.37,387.0462,226.2644,0.8113,284.5641,0.9138,69595,0.6935,1.7106,0.6937,0.7352,0.0061,0.0036,0.5405,0.9247,Kirmizi_Pistachio
729,80823,1752.064,455.1963,249.032,0.8371,320.7913,0.8924,90565,0.6916,1.8279,0.3309,0.7047,0.0056,0.0031,0.4966,0.9078,Kirmizi_Pistachio
730,78795,1124.814,450.0254,226.5335,0.8641,316.7411,0.9713,81125,0.782,1.9866,0.7826,0.7038,0.0057,0.0029,0.4954,0.9841,Siit_Pistachio
731,82682,1857.931,492.8098,225.1568,0.8895,324.4595,0.906,91262,0.6516,2.1887,0.301,0.6584,0.006,0.0027,0.4335,0.9488,Kirmizi_Pistachio
732,92827,1778.875,470.9737,257.7242,0.837,343.7892,0.9451,98219,0.7462,1.8274,0.3686,0.73,0.0051,0.0028,0.5328,0.9737,Siit_Pistachio
733,90167,1201.215,481.3172,238.9212,0.8681,338.8277,0.9907,91010,0.7629,2.0145,0.7853,0.704,0.0053,0.0026,0.4956,0.9983,Kirmizi_Pistachio
734,60774,1101.7209,414.708,190.6734,0.888,278.1724,0.9625,63142,0.6233,2.175,0.6292,0.6708,0.0068,0.0031,0.4499,0.9786,Kirmizi_Pistachio
735,68796,1908.745,438.6945,236.2148,0.8427,295.9625,0.8664,79400,0.6519,1.8572,0.2373,0.6746,0.0064,0.0034,0.4551,0.8453,Kirmizi_Pistachio
736,62609,1050.494,385.9383,208.47,0.8416,282.3407,0.9746,64238,0.726,1.8513,0.713,0.7316,0.0062,0.0033,0.5352,0.9908,Kirmizi_Pistachio
737,93797,1208.501,464.4559,258.3491,0.831,345.5807,0.988,94935,0.7703,1.7978,0.8071,0.7441,0.005,0.0028,0.5536,0.9953,Siit_Pistachio
738,78962,1318.6479,462.0676,218.9261,0.8806,317.0766,0.9704,81369,0.7631,2.1106,0.5707,0.6862,0.0059,0.0028,0.4709,0.9939,Kirmizi_Pistachio
739,56651,1036.156,390.8759,187.4057,0.8776,268.5708,0.9672,58572,0.7012,2.0857,0.6631,0.6871,0.0069,0.0033,0.4721,0.9847,Kirmizi_Pistachio
740,99405,1213.478,464.8395,272.9653,0.8094,355.7617,0.9893,100481,0.7415,1.7029,0.8483,0.7653,0.0047,0.0027,0.5857,0.9975,Siit_Pistachio
741,90290,1275.131,501.5847,234.39,0.8841,339.0587,0.9795,92181,0.7665,2.14,0.6978,0.676,0.0056,0.0026,0.4569,0.9778,Kirmizi_Pistachio
742,66019,1202.3571,416.3206,211.2166,0.8617,289.9276,0.9078,72728,0.7284,1.9711,0.5739,0.6964,0.0063,0.0032,0.485,0.9559,Kirmizi_Pistachio
743,74737,1059.748,415.56,232.8272,0.8283,308.4771,0.9864,75768,0.7707,1.7848,0.8363,0.7423,0.0056,0.0031,0.551,0.9835,Kirmizi_Pistachio
744,88499,1209.719,442.6725,257.999,0.8126,335.679,0.9795,90351,0.7419,1.7158,0.7599,0.7583,0.005,0.0029,0.575,0.9866,Siit_Pistachio
745,82526,2097.7681,449.5899,331.653,0.6752,324.1533,0.74,111517,0.5987,1.3556,0.2357,0.721,0.0054,0.004,0.5198,0.7047,Siit_Pistachio
746,76945,1193.321,469.8468,214.3867,0.8898,313.0007,0.9524,80789,0.7245,2.1916,0.679,0.6662,0.0061,0.0028,0.4438,0.9726,Kirmizi_Pistachio
747,87016,1761.464,433.3289,289.7881,0.7435,332.8546,0.8608,101085,0.6469,1.4953,0.3524,0.7681,0.005,0.0033,0.59,0.8823,Siit_Pistachio
748,46303,1024.165,359.1891,167.6143,0.8844,242.8061,0.9576,48355,0.6937,2.1429,0.5547,0.676,0.0078,0.0036,0.457,0.9792,Kirmizi_Pistachio
749,102316,1301.27,480.5337,277.3389,0.8166,360.9332,0.9549,107154,0.677,1.7327,0.7593,0.7511,0.0047,0.0027,0.5642,0.9775,Siit_Pistachio
750,83428,1178.501,442.9516,248.0434,0.8285,325.92,0.9563,87242,0.6571,1.7858,0.7549,0.7358,0.0053,0.003,0.5414,0.9668,Siit_Pistachio
751,95119,2062.6731,450.6327,282.3159,0.7794,348.0076,0.9272,102589,0.738,1.5962,0.2809,0.7723,0.0047,0.003,0.5964,0.952,Siit_Pistachio
752,54954,1991.1689,377.7057,268.5568,0.7032,264.5177,0.7181,76523,0.5836,1.4064,0.1742,0.7003,0.0069,0.0049,0.4905,0.6898,Kirmizi_Pistachio
753,90882,1277.0389,468.5574,249.1707,0.8469,340.1684,0.9684,93847,0.769,1.8805,0.7003,0.726,0.0052,0.0027,0.5271,0.9911,Siit_Pistachio
754,92155,1216.516,486.475,244.4703,0.8646,342.5425,0.9777,94256,0.7584,1.9899,0.7825,0.7041,0.0053,0.0027,0.4958,0.9866,Siit_Pistachio
755,35873,971.085,326.2059,143.605,0.8979,213.7169,0.9456,37935,0.7731,2.2715,0.478,0.6552,0.0091,0.004,0.4292,0.975,Kirmizi_Pistachio
756,81904,2216.842,433.6953,259.017,0.8021,322.9294,0.8921,91809,0.7281,1.6744,0.2094,0.7446,0.0053,0.0032,0.5544,0.9283,Kirmizi_Pistachio
757,79236,1885.225,461.6183,246.4892,0.8455,317.6262,0.8759,90460,0.6936,1.8728,0.2802,0.6881,0.0058,0.0031,0.4734,0.8866,Kirmizi_Pistachio
758,75511,1895.1591,424.7591,257.4445,0.7954,310.0703,0.8716,86637,0.7243,1.6499,0.2642,0.73,0.0056,0.0034,0.5329,0.8792,Kirmizi_Pistachio
759,77050,1725.632,438.9074,247.6871,0.8256,313.2141,0.8931,86274,0.7109,1.772,0.3252,0.7136,0.0057,0.0032,0.5093,0.9024,Kirmizi_Pistachio
760,90073,1615.781,448.421,259.7393,0.8152,338.651,0.9593,93898,0.752,1.7264,0.4336,0.7552,0.005,0.0029,0.5703,0.9846,Siit_Pistachio
761,76645,1177.611,443.8281,224.6561,0.8624,312.3899,0.9531,80416,0.7404,1.9756,0.6945,0.7039,0.0058,0.0029,0.4954,0.9787,Kirmizi_Pistachio
762,84029,1209.187,439.7787,244.1356,0.8318,327.0918,0.9875,85090,0.6753,1.8014,0.7222,0.7438,0.0052,0.0029,0.5532,0.9965,Siit_Pistachio
763,77283,1172.899,415.699,239.3675,0.8176,313.6874,0.9693,79729,0.712,1.7367,0.7059,0.7546,0.0054,0.0031,0.5694,0.9889,Kirmizi_Pistachio
764,83810,1174.391,458.6697,239.0431,0.8535,326.6653,0.9547,87784,0.6908,1.9188,0.7636,0.7122,0.0055,0.0029,0.5072,0.9733,Siit_Pistachio
765,83131,1210.476,440.3339,246.5731,0.8285,325.3393,0.9516,87361,0.7965,1.7858,0.713,0.7388,0.0053,0.003,0.5459,0.9749,Kirmizi_Pistachio
766,90075,1221.2371,453.2749,257.6564,0.8227,338.6548,0.9617,93663,0.7365,1.7592,0.759,0.7471,0.005,0.0029,0.5582,0.982,Siit_Pistachio
767,95334,1251.7111,488.1582,249.2888,0.8598,348.4007,0.9858,96705,0.7721,1.9582,0.7646,0.7137,0.0051,0.0026,0.5094,0.9975,Siit_Pistachio
768,98560,2034.28,435.5154,315.6377,0.689,354.2464,0.8665,113742,0.7137,1.3798,0.2993,0.8134,0.0044,0.0032,0.6616,0.9129,Siit_Pistachio
769,80139,1075.2321,418.1198,244.6082,0.811,319.431,0.9928,80719,0.7494,1.7093,0.8711,0.764,0.0052,0.0031,0.5837,0.9977,Siit_Pistachio
770,86933,1134.209,418.6372,266.1606,0.7719,332.6959,0.9916,87669,0.7437,1.5729,0.8492,0.7947,0.0048,0.0031,0.6316,0.9934,Siit_Pistachio
771,71601,2099.2209,442.7674,216.0146,0.8729,301.9358,0.8732,82001,0.6963,2.0497,0.2042,0.6819,0.0062,0.003,0.465,0.9532,Kirmizi_Pistachio
772,86942,1170.254,471.8056,235.9569,0.866,332.7131,0.9904,87781,0.7366,1.9995,0.7978,0.7052,0.0054,0.0027,0.4973,0.9944,Kirmizi_Pistachio
773,65035,1029.5341,417.844,200.7485,0.877,287.7588,0.9828,66176,0.7814,2.0814,0.771,0.6887,0.0064,0.0031,0.4743,0.9872,Kirmizi_Pistachio
774,74663,1183.145,459.5966,211.4048,0.8879,308.3243,0.9527,78374,0.77,2.174,0.6703,0.6709,0.0062,0.0028,0.4501,0.9784,Kirmizi_Pistachio
775,77471,1151.92,439.9908,243.1023,0.8335,314.0687,0.9024,85849,0.7141,1.8099,0.7337,0.7138,0.0057,0.0031,0.5095,0.9222,Kirmizi_Pistachio
